action,gbifID,datasetKey,license,occurrenceID,basisOfRecord,dateIdentified,decimalLatitude,decimalLongitude,country,countryCode,eventDate,year,kingdom,family,identifiedBy,institutionCode,collectionCode,catalogNumber,recordedBy,scientificName,typeStatus,recordedByID,identifiedByID
recorded,1322704860,821cc27a-e3bb-4bc5-ac34-89ada245069d,CC0_1_0,http://n2t.net/ark:/65665/3f36c9e0e-646b-4f32-b020-b04de82250a4,PRESERVED_SPECIMEN,,,,United States,US,,1891,Animalia,Muridae,,USNM,MAMM,USNM 61942,L. Gallaher,Mus musculus domesticus,,,
recorded,1319101418,821cc27a-e3bb-4bc5-ac34-89ada245069d,CC0_1_0,http://n2t.net/ark:/65665/353ff42d1-1602-464a-b02a-6eac0159ef04,PRESERVED_SPECIMEN,,,,United States,US,,1891,Animalia,Muridae,,USNM,MAMM,USNM 61943,L. Gallaher,Mus musculus domesticus,,,
recorded,1318927000,821cc27a-e3bb-4bc5-ac34-89ada245069d,CC0_1_0,http://n2t.net/ark:/65665/34c44aef5-8a02-4efc-a12d-fe4dd2c1cd59,PRESERVED_SPECIMEN,,,,United States,US,,1891,Animalia,Muridae,,USNM,MAMM,USNM 61944,L. Gallaher,Mus musculus domesticus,,,
recorded,1318719244,821cc27a-e3bb-4bc5-ac34-89ada245069d,CC0_1_0,http://n2t.net/ark:/65665/34314ae2d-72d2-4bf5-ad92-c78f984da734,PRESERVED_SPECIMEN,,,,United States,US,,1891,Animalia,Muridae,,USNM,MAMM,USNM 61941,L. Gallaher,Mus musculus domesticus,,,
