action,gbifID,datasetKey,license,occurrenceID,basisOfRecord,dateIdentified,decimalLatitude,decimalLongitude,country,countryCode,eventDate,year,kingdom,family,identifiedBy,institutionCode,collectionCode,catalogNumber,recordedBy,scientificName,typeStatus,recordedByID,identifiedByID
recorded,1321488483,821cc27a-e3bb-4bc5-ac34-89ada245069d,CC0_1_0,http://n2t.net/ark:/65665/3bd89366c-93f4-4b4c-98ea-ca03ae541f0f,PRESERVED_SPECIMEN,,,,United States,US,,1947,Animalia,Parulidae,,USNM,Birds,USNM 347280,A. Awl,Oporornis agilis,,,
recorded,1318057979,821cc27a-e3bb-4bc5-ac34-89ada245069d,CC0_1_0,http://n2t.net/ark:/65665/325d30a87-4fd5-46c0-803d-bc24ca3478f0,PRESERVED_SPECIMEN,,,,United States,US,,1942,Animalia,Vespertilionidae,,USNM,MAMM,USNM 270852,A. Awl,Myotis lucifugus lucifugus,,,
